Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ECSchedulingServiceTest,shouldNotFulfillReferralFollowupScheduleWhenFollowupIsReportedAndECIsNotEnrolledIntoSchedule,Long Statement,The length of the statement "ecSchedulingService.fpFollowup(new FPProductInformation("entity id 1"`"anm id 1"`"fp_method"`null`null`null`null`null`"2011-01-12"`null`null`null`"no"));" is 153.,220
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ECSchedulingServiceTest,shouldNotFulfillReferralFollowupScheduleWhenFollowupIsReportedAndECIsNotEnrolledIntoSchedule,Long Statement,The length of the statement "verify(scheduleTrackingService`times(0)).fulfillCurrentMilestone("entity id 1"`"FP Referral Followup"`parse("2011-01-12"));" is 123.,220
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ECSchedulingServiceTest,shouldNotFulfillReferralFollowupScheduleWhenFollowupIsReportedAndECIsNotEnrolledIntoSchedule,Magic Number,The method contains a magic number: 3,220
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ECSchedulingServiceTest,shouldEnrollECToReferralFollowupScheduleWhenFollowupIsReportedAndTheyNeedReferralFollowup,Long Statement,The length of the statement "ecSchedulingService.fpFollowup(new FPProductInformation("entity id 1"`"anm id 1"`"fp_method"`null`null`null`null`null`"2011-01-13"`null`"2011-01-12"`null`"yes"));" is 162.,234
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoSchedules,Magic Number,The method contains a magic number: 3,47
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 2012,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 2012,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 4,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 6,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 2012,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 4,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC1WhenTheMotherIsEnrolledBefore14WeeksFromLMP,Magic Number,The method contains a magic number: 7,59
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 2012,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 4,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 8,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 2012,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 7,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 13,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 2012,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 7,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC2WhenTheMotherIsEnrolledBetween16And28WeeksFromLMP,Magic Number,The method contains a magic number: 14,66
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 7,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 15,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 8,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 24,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 8,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 25,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 9,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledBetween28And34WeeksFromLMP,Magic Number,The method contains a magic number: 8,73
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 9,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 9,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 10,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 6,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 2012,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 10,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 7,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 2013,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 10,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherIntoANC3WhenTheMotherIsEnrolledAfter34WeeksFromLMP,Magic Number,The method contains a magic number: 7,81
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 2011,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 12,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 31,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 2012,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 10,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotEnrollMotherIntoANC1WhenLMPDateIsAfterTodayOrMoreThan40WeeksBeforeToday,Magic Number,The method contains a magic number: 8,89
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillANCScheduleWhenTheExpectedANCVisitHappens,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forANCSchedule().whenExpecting("ANC 1").providedWithVisitNumber(1).willFulfillFor("ANC 1");" is 125.,95
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotFulfillANCMilestoneWhichHasAlreadyBeenFulfilled,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forANCSchedule().whenExpecting("ANC 3").providedWithVisitNumber(1).willNotFulfillAnything();" is 126.,101
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillAllMilestonesBetweenTheCurrentOneAndTheOneCorrespondingToTheVisitNumber,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forANCSchedule().whenExpecting("ANC 1").providedWithVisitNumber(3).willFulfillFor("ANC 1"`"ANC 2"`"ANC 3");" is 141.,106
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillAllMilestonesBetweenTheCurrentOneAndTheOneCorrespondingToTheVisitNumber,Magic Number,The method contains a magic number: 3,106
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillTT1MilestoneWhenTT1IsExpectedDuringANCCare,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forTT1Schedule().whenExpecting("TT 1").providedWithVisitNumber(1).willFulfillFor("TT 1");" is 123.,111
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillTT2MilestoneWhenTT2IsExpectedDuringANCCare,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forTT2Schedule().whenExpecting("TT 2").providedWithVisitNumber(2).willFulfillFor("TT 2");" is 123.,116
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillTT2MilestoneWhenTT2IsExpectedDuringANCCare,Magic Number,The method contains a magic number: 2,116
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillIFA1MilestoneWhenIFA1IsExpectedAndIFATabletsGiven,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forIFA1Schedule().providedWithNumberOfIFATablets("100").whenExpecting("IFA 1").willFulfillFor("IFA 1");" is 137.,121
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillIFA2MilestoneWhenIFA2IsExpectedAndIFATabletsGiven,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forIFA2Schedule().providedWithNumberOfIFATablets("100").whenExpecting("IFA 2").willFulfillFor("IFA 2");" is 137.,126
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillIFA3MilestoneWhenIFA3IsExpectedAndIFATabletsGiven,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forIFA3Schedule().providedWithNumberOfIFATablets("100").whenExpecting("IFA 3").willFulfillFor("IFA 3");" is 137.,131
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldDoNothingWhenIFATabletsNotGiven,Long Statement,The length of the statement "new FastForwardScheduleTestBase().forIFA1Schedule().providedWithNumberOfIFATablets("0").whenExpecting("IFA 1").willNotFulfillAnything();" is 136.,136
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldEnrollMotherInTT2ScheduleIfTT1IsProvided,Long Statement,The length of the statement "when(trackingService.getEnrollment("entity id 1"`"TT 1")).thenReturn(new EnrollmentRecord("entity id 1"`"TT 1"`"TT 1"`null`null`null`null`null`null`null));" is 155.,141
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFullFillTT1AndTT2IfTTBoosterIsProvided,Long Statement,The length of the statement "when(trackingService.getEnrollment("entity id 1"`"TT 1")).thenReturn(new EnrollmentRecord("entity id 1"`"TT 1"`"TT 1"`null`null`null`null`null`null`null));" is 155.,154
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFullFillTT1AndTT2IfTTBoosterIsProvided,Long Statement,The length of the statement "when(trackingService.getEnrollment("entity id 1"`"TT 2")).thenReturn(new EnrollmentRecord("entity id 1"`"TT 2"`"TT 2"`null`null`null`null`null`null`null));" is 155.,154
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldNotFulfillANCIfANCScheduleIsAlreadyOver,Magic Number,The method contains a magic number: 2,176
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillCurrentMilestoneForGivenExternalIdWhenVisitHasNotBeenMissed,Long Statement,The length of the statement "when(trackingService.getEnrollment("Case X"`"Schedule 1")).thenReturn(new EnrollmentRecord("Case X"`"Lab Reminders"`"Lab Reminders"`null`null`null`null`null`null`null));" is 169.,199
SEL-columbia_dristhi,org.ei.drishti.service.scheduling,ANCSchedulesServiceTest,shouldFulfillHbTest1WhenHbTestIsDone,Long Statement,The length of the statement "when(trackingService.getEnrollment("Case X"`"Hb Test 1")).thenReturn(new EnrollmentRecord("Case X"`"Hb Test 1"`"HB Test 1"`null`null`null`null`null`null`null));" is 160.,225
