Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,delete,Long Statement,The length of the statement "DeleteNodeVersionCommand.create().elasticsearchDao(this.elasticsearchDao).repository(context.getRepositoryId()).branch(context.getBranch()).nodeId(nodeId).build().execute();" is 173.,51
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,get,Long Statement,The length of the statement "final GetResult getResult=this.elasticsearchDao.get(GetQuery.create().id(branchDocumentId.toString()).indexName(IndexNameResolver.resolveStorageIndexName(context.getRepositoryId())).indexTypeName(IndexType.BRANCH.getName()).returnFields(ReturnFields.from(BranchIndexPath.VERSION_ID`BranchIndexPath.STATE`BranchIndexPath.PATH`BranchIndexPath.TIMESTAMP)).routing(nodeId.toString()).build());" is 389.,63
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,findAll,Long Statement,The length of the statement "final QueryBuilder queryBuilder=QueryBuilderFactory.create().addQueryFilter(ValueFilter.create().fieldName(BranchIndexPath.BRANCH_NAME.getPath()).addValue(ValueFactory.newString(context.getBranch().getName())).build()).build();" is 227.,87
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,findAll,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveStorageIndexName(context.getRepositoryId())).indexType(IndexType.BRANCH.getName()).query(queryBuilder).size(nodeBranchQuery.getSize()).from(nodeBranchQuery.getFrom()).setReturnFields(ReturnFields.from(BranchIndexPath.NODE_ID`BranchIndexPath.VERSION_ID)).build();" is 352.,87
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,createFromReturnValue,Long Statement,The length of the statement "return NodeBranchVersion.create().timestamp(nodeReturnValue.timestamp).nodePath(nodeReturnValue.nodePath).nodeVersionId(nodeReturnValue.getNodeVersionId()).nodeState(nodeReturnValue.getState()).build();" is 202.,117
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,from,Long Statement,The length of the statement "final SearchResultFieldValue nodeVersionIdValue=getResult.getSearchResult().getField(BranchIndexPath.VERSION_ID.getPath());" is 123.,161
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,createNodeReturnValue,Long Statement,The length of the statement "Preconditions.checkNotNull(nodeVersionIdValue`"Expected value '" + BranchIndexPath.VERSION_ID.getPath() + "' in getResult ");" is 125.,171
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,createNodeReturnValue,Long Statement,The length of the statement "return new NodeReturnValue(Instant.parse(timestamp.getValue().toString())`NodePath.create(nodePathValue.getValue().toString()).build()`NodeVersionId.from(nodeVersionIdValue.getValue().toString())`NodeState.from(stateValue.getValue().toString()));" is 246.,171
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeReturnValue,from,Long Statement,The length of the statement "final SearchResultFieldValue nodeVersionIdValue=getResult.getSearchResult().getField(BranchIndexPath.VERSION_ID.getPath());" is 123.,161
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeReturnValue,createNodeReturnValue,Long Statement,The length of the statement "Preconditions.checkNotNull(nodeVersionIdValue`"Expected value '" + BranchIndexPath.VERSION_ID.getPath() + "' in getResult ");" is 125.,171
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeReturnValue,createNodeReturnValue,Long Statement,The length of the statement "return new NodeReturnValue(Instant.parse(timestamp.getValue().toString())`NodePath.create(nodePathValue.getValue().toString()).build()`NodeVersionId.from(nodeVersionIdValue.getValue().toString())`NodeState.from(stateValue.getValue().toString()));" is 246.,171
xp,com.enonic.wem.repo.internal.elasticsearch.branch,DeleteNodeVersionCommand,execute,Long Statement,The length of the statement "DeleteRequest deleteRequest=new DeleteRequest().index(IndexNameResolver.resolveStorageIndexName(this.repositoryId)).type(IndexType.BRANCH.getName()).id(new BranchDocumentId(this.nodeId`this.branch).toString()).refresh(DEFAULT_REFRESH);" is 235.,30
xp,com.enonic.wem.repo.internal.elasticsearch.branch,StoreBranchDocumentCommand,execute,Long Statement,The length of the statement "final IndexRequest publish=Requests.indexRequest().index(IndexNameResolver.resolveStorageIndexName(repositoryId)).type(IndexType.BRANCH.getName()).source(BranchXContentBuilderFactory.create(document`this.branch)).id(branchDocumentId.toString()).parent(new NodeVersionDocumentId(document.getNode().id()`document.getNodeVersionId()).toString()).routing(document.getNode().id().toString()).refresh(DEFAULT_REFRESH);" is 412.,33
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeBranchQueryResultFactory,create,Long Statement,The length of the statement "builder.add(result.getStringValue(BranchIndexPath.NODE_ID.toString())`result.getStringValue(BranchIndexPath.VERSION_ID.toString()));" is 132.,9
xp,com.enonic.wem.repo.internal.elasticsearch.branch,GetNodeVersionIdsByIdsCommand,execute,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveStorageIndexName(repositoryId)).indexType(IndexType.VERSION.getName()).query(boolQueryBuilder).from(0).size(this.nodeIds.getSize()).addSortBuilder(new FieldSortBuilder(VersionIndexPath.TIMESTAMP.getPath()).order(SortOrder.DESC)).setReturnFields(ReturnFields.from(BranchIndexPath.NODE_ID`BranchIndexPath.VERSION_ID`BranchIndexPath.NODE_ID)).build();" is 438.,47
xp,com.enonic.wem.repo.internal.elasticsearch.branch,GetNodeVersionIdsByIdsCommand,execute,Long Statement,The length of the statement "final Map<String`SearchResultFieldValue> orderedResultMap=getSearchResultFieldsWithPreservedOrder(this.branch`nodeIdsAsStrings`searchResult);" is 141.,47
xp,com.enonic.wem.repo.internal.elasticsearch.branch,GetNodeVersionIdsByIdsCommand,getSearchResultFieldsWithPreservedOrder,Long Statement,The length of the statement "return Maps.asMap(nodeIdsAsStrings`new NodeIdToSearchResultFieldMapper(searchResult`BranchIndexPath.VERSION_ID.getPath()`branch));" is 130.,85
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeBranchVersion,hashCode,Magic Number,The method contains a magic number: 31,87
xp,com.enonic.wem.repo.internal.elasticsearch.branch,NodeBranchQueryResult,add,Long Statement,The length of the statement "this.entries.add(NodeBranchQueryResultEntry.create().nodeId(NodeId.from(nodeId)).nodeVersionId(NodeVersionId.from(nodeVersionId)).build());" is 139.,35
xp,com.enonic.wem.repo.internal.elasticsearch.branch,Builder,add,Long Statement,The length of the statement "this.entries.add(NodeBranchQueryResultEntry.create().nodeId(NodeId.from(nodeId)).nodeVersionId(NodeVersionId.from(nodeVersionId)).build());" is 139.,35
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,LikeQueryBuilderFactoryTest,compareLikeString,Long Statement,The length of the statement "final QueryBuilder query=LikeQueryBuilderFactory.create(CompareExpr.like(FieldExpr.from("myField")`ValueExpr.string("myValue")));" is 129.,14
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,FilterBuilderFactoryTest,createStringValueFilter,Long Statement,The length of the statement "final ValueFilter queryFilter=ValueFilter.create().fieldName("myField").addValue(ValueFactory.newString("myValue1")).addValue(ValueFactory.newString("myValue2")).build();" is 170.,16
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,FilterBuilderFactoryTest,createNumberValueFilter,Long Statement,The length of the statement "final ValueFilter queryFilter=ValueFilter.create().fieldName("myField").addValue(ValueFactory.newDouble(1.0)).addValue(ValueFactory.newDouble(2.0)).build();" is 156.,32
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,FilterBuilderFactoryTest,createNumberValueFilter,Magic Number,The method contains a magic number: 2.0,32
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,InQueryBuilderFactoryTest,compareInString,Long Statement,The length of the statement "final QueryBuilder query=InQueryBuilderFactory.create(CompareExpr.in(FieldExpr.from("myField")`Lists.newArrayList(ValueExpr.string("myFirstValue")`ValueExpr.string("mySecondValue"))));" is 184.,16
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,QueryBuilderFactoryTest,createQueryWithFilter,Long Statement,The length of the statement "final ValueFilter queryFilter=ValueFilter.create().fieldName("myField").addValue(ValueFactory.newString("myValue1")).addValue(ValueFactory.newString("myValue2")).build();" is 170.,41
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,SortBuilderFactoryTest,createMultipleFieldSort,Magic Number,The method contains a magic number: 2,37
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,SortBuilderFactoryTest,createGeoDistance,Long Statement,The length of the statement "orderExprs.add(new DynamicOrderExpr(new FunctionExpr("geoDistance"`Lists.newArrayList(ValueExpr.string("myField")`ValueExpr.geoPoint("-50`40")))`OrderExpr.Direction.ASC));" is 171.,51
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryFactoryTest,buildCompareExpr,Long Statement,The length of the statement "buildCompareExpr("compare_eq_datetime.json"`CompareExpr.eq(FieldExpr.from("myField")`ValueExpr.instant("2013-11-29T09:42:00.000Z")));" is 133.,15
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryFactoryTest,buildCompareExpr,Long Statement,The length of the statement "buildCompareExpr("compare_eq_geopoint.json"`CompareExpr.eq(FieldExpr.from("myField")`ValueExpr.geoPoint("59.9127300`10.746090")));" is 130.,15
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryFactoryTest,buildCompareExpr,Long Statement,The length of the statement "buildCompareExpr("compare_not_like_string.json"`CompareExpr.notLike(FieldExpr.from("myField")`ValueExpr.string("myValue")));" is 124.,15
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryFactoryTest,buildCompareExpr,Long Statement,The length of the statement "buildCompareExpr("compare_not_in_string.json"`CompareExpr.notIn(FieldExpr.from("myField")`Lists.newArrayList(ValueExpr.string("myFirstValue")`ValueExpr.string("mySecondValue"))));" is 179.,15
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,TermQueryBuilderFactoryTest,compare_eq_string,Long Statement,The length of the statement "final QueryBuilder query=TermQueryBuilderFactory.create(CompareExpr.eq(FieldExpr.from("myField")`ValueExpr.string("myValue")));" is 127.,14
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,TermQueryBuilderFactoryTest,compare_eq_datetime,Long Statement,The length of the statement "final QueryBuilder query=TermQueryBuilderFactory.create(CompareExpr.eq(FieldExpr.from("myField")`ValueExpr.instant("2013-11-29T09:42:00Z")));" is 141.,37
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,TermQueryBuilderFactoryTest,compare_eq_geopoint,Long Statement,The length of the statement "final QueryBuilder query=TermQueryBuilderFactory.create(CompareExpr.eq(FieldExpr.from("myField")`ValueExpr.geoPoint("59.9127300`10.746090")));" is 142.,49
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gt_number,Long Statement,The length of the statement "final QueryBuilder query=RangeQueryBuilderFactory.create(CompareExpr.gt(FieldExpr.from("myField")`ValueExpr.number(3L)));" is 121.,14
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gt_number,Magic Number,The method contains a magic number: 3L,14
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gte_number,Long Statement,The length of the statement "final QueryBuilder query=RangeQueryBuilderFactory.create(CompareExpr.gte(FieldExpr.from("myField")`ValueExpr.number(3L)));" is 122.,25
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gte_number,Magic Number,The method contains a magic number: 3L,25
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gte_instant,Long Statement,The length of the statement "final QueryBuilder query=RangeQueryBuilderFactory.create(CompareExpr.gt(FieldExpr.from("myField")`ValueExpr.instant("2013-11-29T11:00:00.000Z")));" is 146.,37
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactoryTest,compare_gt_string,Long Statement,The length of the statement "final QueryBuilder query=RangeQueryBuilderFactory.create(CompareExpr.gt(FieldExpr.from("myField")`ValueExpr.string("myString")));" is 129.,49
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,AclFilterBuilderFactory,createNoPrincipalsFilter,Long Statement,The length of the statement "return ValueFilter.create().fieldName(NodeIndexPath.PERMISSIONS_READ.toString()).addValue(ValueFactory.newString(PrincipalKey.ofAnonymous().toString())).build();" is 161.,39
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,RangeQueryBuilderFactory,create,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@62beb8db,13
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,SortQueryBuilderFactory,createFieldSortBuilder,Long Statement,The length of the statement "final FieldSortBuilder fieldSortBuilder=new FieldSortBuilder(IndexQueryFieldNameResolver.resolveOrderByFieldName(fieldOrderExpr.getField().getFieldPath()));" is 156.,59
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryBuilderFactory,create,Complex Method,Cyclomatic complexity of the method is 11,11
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,CompareQueryBuilderFactory,create,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@684d3816,11
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,FilterBuilderFactory,createBooleanFilter,Long Statement,The length of the statement "final BoolFilterBuilder builder=new BoolFilterBuilder().must(createBooleanFilterChildren(booleanFilter.getMust())).mustNot(createBooleanFilterChildren(booleanFilter.getMustNot())).should(createBooleanFilterChildren(booleanFilter.getShould()));" is 243.,90
xp,com.enonic.wem.repo.internal.elasticsearch.query.builder,FilterBuilderFactory,createRangeFilter,Long Statement,The length of the statement "final String queryFieldName=IndexQueryFieldNameResolver.createValueTypeAwareFieldName(filter.getFieldName()`from != null ? from : to);" is 134.,115
